2026-08-01T17:01:57.780+08:00 | INFO    | cid_19fbc8f0694_e26fdd18 | src.graph:run:104 | Pipeline started | file=01-LangChain简介.md | platforms=['blog', 'wechat']
2026-08-01T17:01:57.787+08:00 | INFO    | cid_19fbc8f0694_e26fdd18 | src.observability:node_enter:96 | >>> [ingest] ENTER
2026-08-01T18:05:55.197+08:00 | INFO    | cid_19fbcc968b8_119caaaf | src.nodes.publish:publish_node:185 | Publish complete: 1/1 platforms succeeded
2026-08-01T18:05:55.200+08:00 | INFO    | cid_19fbcc968b8_119caaaf | src.observability:node_exit:102 | <<< [publish] EXIT (4.66s)
2026-08-01T18:05:55.202+08:00 | INFO    | cid_19fbcc968b8_119caaaf | src.observability:write_run_log:134 | Run log written to runs\2026-08-01T18-05-43.json
2026-08-01T18:05:55.203+08:00 | SUCCESS | cid_19fbcc968b8_119caaaf | src.graph:run:127 | Pipeline completed successfully in 11.21s | log=2026-08-01T18-05-43.json
2026-08-01T18:07:56.362+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.graph:run:104 | Pipeline started | file=07-智能体学习导航与实战.md | platforms=['blog']
2026-08-01T18:07:56.367+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_enter:96 | >>> [ingest] ENTER
2026-08-01T18:07:56.369+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.nodes.ingest:ingest_node:183 | Ingested '07-智能体学习导航与实战.md' (type=obsidian, images=0, chars=17653)
2026-08-01T18:07:56.369+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_exit:102 | <<< [ingest] EXIT (0.00s)
2026-08-01T18:07:56.371+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_enter:96 | >>> [format_optimize] ENTER
2026-08-01T18:07:56.371+08:00 | DEBUG   | cid_19fbccb6dca_1868f2f5 | src.nodes.format_optimize:format_optimize_node:598 | Starting format optimization pipeline
2026-08-01T18:07:56.384+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.nodes.format_optimize:format_optimize_node:633 | Format optimization complete (mode=rule, input=17653 chars, output=17739 chars)
2026-08-01T18:07:56.385+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_exit:102 | <<< [format_optimize] EXIT (0.01s)
2026-08-01T18:07:56.387+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_enter:96 | >>> [summary_meta] ENTER
2026-08-01T18:07:57.100+08:00 | DEBUG   | cid_19fbccb6dca_1868f2f5 | src.nodes.summary_meta:summary_meta_node:119 | Calling LLM for summary/metadata generation...
2026-08-01T18:07:59.815+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.nodes.summary_meta:summary_meta_node:144 | Summary/meta generated: title='LangChain 07 - 智能体学习导航与实战', tags=['LangChain', 'Agent智能体', 'LangGraph', 'ReAct', '工具调用', '结构化输出'], words=2800, reading_time=6 min read
2026-08-01T18:07:59.817+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_exit:102 | <<< [summary_meta] EXIT (3.43s)
2026-08-01T18:07:59.818+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_enter:96 | >>> [image_process] ENTER
2026-08-01T18:07:59.819+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.nodes.image_process:image_process_node:209 | No images found, skipping processing
2026-08-01T18:07:59.820+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_exit:102 | <<< [image_process] EXIT (0.00s)
2026-08-01T18:07:59.821+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_enter:96 | >>> [cover_image] ENTER
2026-08-01T18:08:02.404+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.nodes.cover:cover_image_node:233 | Cover uploaded to OSS (same folder as article images): https://zyydgrbk.oss-cn-chengdu.aliyuncs.com/images/LANGCHAIN07ZNTXX/cover.jpg
2026-08-01T18:08:02.405+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.nodes.cover:cover_image_node:242 | Cover image resolved: https://zyydgrbk.oss-cn-chengdu.aliyuncs.com/images/LANGCHAIN07ZNTXX/c... (source=oss<-picsum)
2026-08-01T18:08:02.406+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_exit:102 | <<< [cover_image] EXIT (2.58s)
2026-08-01T18:08:02.407+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_enter:96 | >>> [content_adapt] ENTER
2026-08-01T18:08:02.409+08:00 | DEBUG   | cid_19fbccb6dca_1868f2f5 | src.nodes.content_adapt:content_adapt_node:107 | Hexo document built (18342 chars)
2026-08-01T18:08:02.409+08:00 | DEBUG   | cid_19fbccb6dca_1868f2f5 | src.nodes.content_adapt:content_adapt_node:116 | WeChat draft built (18341 chars)
2026-08-01T18:08:02.409+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_exit:102 | <<< [content_adapt] EXIT (0.00s)
2026-08-01T18:08:02.410+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_enter:96 | >>> [publish] ENTER
2026-08-01T18:08:02.410+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.nodes.publish:publish_node:117 | Publishing to platforms: ['blog']
2026-08-01T18:08:04.141+08:00 | DEBUG   | cid_19fbccb856f_4bfae873 | src.publishers.github_pages:publish:140 | GitHub: created D:\study\content_intelligence_dispatcher\temp\hexo_repo\source\_posts\LangChain 07 - 智能体学习导航与实战.md
2026-08-01T18:08:06.666+08:00 | INFO    |  | src.nodes.publish:_run_single_publish:58 | [blog] Publish succeeded on attempt 1: url=https://github.com/YangZouy/Hexo/blob/main/source/_posts/LangChain 07 - 智能体学习导航与实战.md
2026-08-01T18:08:06.668+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.nodes.publish:publish_node:185 | Publish complete: 1/1 platforms succeeded
2026-08-01T18:08:06.669+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:node_exit:102 | <<< [publish] EXIT (4.26s)
2026-08-01T18:08:06.672+08:00 | INFO    | cid_19fbccb6dca_1868f2f5 | src.observability:write_run_log:134 | Run log written to runs\2026-08-01T18-07-56.json
2026-08-01T18:08:06.673+08:00 | SUCCESS | cid_19fbccb6dca_1868f2f5 | src.graph:run:127 | Pipeline completed successfully in 10.31s | log=2026-08-01T18-07-56.json
2026-08-01T18:10:28.883+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.graph:run:104 | Pipeline started | file=08-中间件学习导航与实战.md | platforms=['blog']
2026-08-01T18:10:28.889+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_enter:96 | >>> [ingest] ENTER
2026-08-01T18:10:28.890+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.nodes.ingest:ingest_node:183 | Ingested '08-中间件学习导航与实战.md' (type=obsidian, images=0, chars=20952)
2026-08-01T18:10:28.891+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_exit:102 | <<< [ingest] EXIT (0.00s)
2026-08-01T18:10:28.893+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_enter:96 | >>> [format_optimize] ENTER
2026-08-01T18:10:28.894+08:00 | DEBUG   | cid_19fbccdc193_6c780f24 | src.nodes.format_optimize:format_optimize_node:598 | Starting format optimization pipeline
2026-08-01T18:10:28.913+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.nodes.format_optimize:format_optimize_node:633 | Format optimization complete (mode=rule, input=20952 chars, output=21021 chars)
2026-08-01T18:10:28.914+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_exit:102 | <<< [format_optimize] EXIT (0.02s)
2026-08-01T18:10:28.916+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_enter:96 | >>> [summary_meta] ENTER
2026-08-01T18:10:29.750+08:00 | DEBUG   | cid_19fbccdc193_6c780f24 | src.nodes.summary_meta:summary_meta_node:119 | Calling LLM for summary/metadata generation...
2026-08-01T18:10:32.147+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.nodes.summary_meta:summary_meta_node:144 | Summary/meta generated: title='LangChain 08 - 中间件学习导航与实战', tags=['LangChain', '中间件', 'Agent', 'Python', 'AI开发'], words=2860, reading_time=6 min read
2026-08-01T18:10:32.148+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_exit:102 | <<< [summary_meta] EXIT (3.23s)
2026-08-01T18:10:32.150+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_enter:96 | >>> [image_process] ENTER
2026-08-01T18:10:32.151+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.nodes.image_process:image_process_node:209 | No images found, skipping processing
2026-08-01T18:10:32.151+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_exit:102 | <<< [image_process] EXIT (0.00s)
2026-08-01T18:10:32.152+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_enter:96 | >>> [cover_image] ENTER
2026-08-01T18:10:34.777+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.nodes.cover:cover_image_node:233 | Cover uploaded to OSS (same folder as article images): https://zyydgrbk.oss-cn-chengdu.aliyuncs.com/images/LANGCHAIN08ZJJXX/cover.jpg
2026-08-01T18:10:34.778+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.nodes.cover:cover_image_node:242 | Cover image resolved: https://zyydgrbk.oss-cn-chengdu.aliyuncs.com/images/LANGCHAIN08ZJJXX/c... (source=oss<-picsum)
2026-08-01T18:10:34.778+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_exit:102 | <<< [cover_image] EXIT (2.63s)
2026-08-01T18:10:34.780+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_enter:96 | >>> [content_adapt] ENTER
2026-08-01T18:10:34.781+08:00 | DEBUG   | cid_19fbccdc193_6c780f24 | src.nodes.content_adapt:content_adapt_node:107 | Hexo document built (21626 chars)
2026-08-01T18:10:34.781+08:00 | DEBUG   | cid_19fbccdc193_6c780f24 | src.nodes.content_adapt:content_adapt_node:116 | WeChat draft built (21626 chars)
2026-08-01T18:10:34.781+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_exit:102 | <<< [content_adapt] EXIT (0.00s)
2026-08-01T18:10:34.782+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_enter:96 | >>> [publish] ENTER
2026-08-01T18:10:34.783+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.nodes.publish:publish_node:117 | Publishing to platforms: ['blog']
2026-08-01T18:10:36.555+08:00 | DEBUG   | cid_19fbccdd8a3_d7d992e2 | src.publishers.github_pages:publish:140 | GitHub: created D:\study\content_intelligence_dispatcher\temp\hexo_repo\source\_posts\LangChain 08 - 中间件学习导航与实战.md
2026-08-01T18:10:39.195+08:00 | INFO    |  | src.nodes.publish:_run_single_publish:58 | [blog] Publish succeeded on attempt 1: url=https://github.com/YangZouy/Hexo/blob/main/source/_posts/LangChain 08 - 中间件学习导航与实战.md
2026-08-01T18:10:39.196+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.nodes.publish:publish_node:185 | Publish complete: 1/1 platforms succeeded
2026-08-01T18:10:39.199+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:node_exit:102 | <<< [publish] EXIT (4.42s)
2026-08-01T18:10:39.201+08:00 | INFO    | cid_19fbccdc193_6c780f24 | src.observability:write_run_log:134 | Run log written to runs\2026-08-01T18-10-28.json
2026-08-01T18:10:39.202+08:00 | SUCCESS | cid_19fbccdc193_6c780f24 | src.graph:run:127 | Pipeline completed successfully in 10.32s | log=2026-08-01T18-10-28.json
2026-08-01T18:11:12.177+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.graph:run:104 | Pipeline started | file=09-上下文与记忆学习导航与实战.md | platforms=['blog']
2026-08-01T18:11:12.183+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_enter:96 | >>> [ingest] ENTER
2026-08-01T18:11:12.185+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.nodes.ingest:ingest_node:183 | Ingested '09-上下文与记忆学习导航与实战.md' (type=obsidian, images=0, chars=29184)
2026-08-01T18:11:12.186+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_exit:102 | <<< [ingest] EXIT (0.00s)
2026-08-01T18:11:12.188+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_enter:96 | >>> [format_optimize] ENTER
2026-08-01T18:11:12.188+08:00 | DEBUG   | cid_19fbcce6ab1_2ad29980 | src.nodes.format_optimize:format_optimize_node:598 | Starting format optimization pipeline
2026-08-01T18:11:12.207+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.nodes.format_optimize:format_optimize_node:633 | Format optimization complete (mode=rule, input=29184 chars, output=29224 chars)
2026-08-01T18:11:12.208+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_exit:102 | <<< [format_optimize] EXIT (0.02s)
2026-08-01T18:11:12.210+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_enter:96 | >>> [summary_meta] ENTER
2026-08-01T18:11:13.055+08:00 | DEBUG   | cid_19fbcce6ab1_2ad29980 | src.nodes.summary_meta:summary_meta_node:119 | Calling LLM for summary/metadata generation...
2026-08-01T18:11:15.975+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.nodes.summary_meta:summary_meta_node:144 | Summary/meta generated: title='LangChain 09 - 上下文与记忆学习导航与实战', tags=['LangChain', 'LangGraph', '记忆管理', '上下文工程', 'InMemorySaver', 'PostgresSaver'], words=2800, reading_time=6 min read
2026-08-01T18:11:15.976+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_exit:102 | <<< [summary_meta] EXIT (3.77s)
2026-08-01T18:11:15.978+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_enter:96 | >>> [image_process] ENTER
2026-08-01T18:11:15.979+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.nodes.image_process:image_process_node:209 | No images found, skipping processing
2026-08-01T18:11:15.979+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_exit:102 | <<< [image_process] EXIT (0.00s)
2026-08-01T18:11:15.980+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_enter:96 | >>> [cover_image] ENTER
2026-08-01T18:11:18.776+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.nodes.cover:cover_image_node:233 | Cover uploaded to OSS (same folder as article images): https://zyydgrbk.oss-cn-chengdu.aliyuncs.com/images/LANGCHAIN09SXWYJ/cover.jpg
2026-08-01T18:11:18.777+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.nodes.cover:cover_image_node:242 | Cover image resolved: https://zyydgrbk.oss-cn-chengdu.aliyuncs.com/images/LANGCHAIN09SXWYJ/c... (source=oss<-picsum)
2026-08-01T18:11:18.779+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_exit:102 | <<< [cover_image] EXIT (2.80s)
2026-08-01T18:11:18.781+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_enter:96 | >>> [content_adapt] ENTER
2026-08-01T18:11:18.784+08:00 | DEBUG   | cid_19fbcce6ab1_2ad29980 | src.nodes.content_adapt:content_adapt_node:107 | Hexo document built (29894 chars)
2026-08-01T18:11:18.785+08:00 | DEBUG   | cid_19fbcce6ab1_2ad29980 | src.nodes.content_adapt:content_adapt_node:116 | WeChat draft built (29894 chars)
2026-08-01T18:11:18.785+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_exit:102 | <<< [content_adapt] EXIT (0.00s)
2026-08-01T18:11:18.787+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_enter:96 | >>> [publish] ENTER
2026-08-01T18:11:18.788+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.nodes.publish:publish_node:117 | Publishing to platforms: ['blog']
2026-08-01T18:11:20.603+08:00 | DEBUG   | cid_19fbcce848e_91a966cf | src.publishers.github_pages:publish:140 | GitHub: created D:\study\content_intelligence_dispatcher\temp\hexo_repo\source\_posts\LangChain 09 - 上下文与记忆学习导航与实战.md
2026-08-01T18:11:23.032+08:00 | INFO    |  | src.nodes.publish:_run_single_publish:58 | [blog] Publish succeeded on attempt 1: url=https://github.com/YangZouy/Hexo/blob/main/source/_posts/LangChain 09 - 上下文与记忆学习导航与实战.md
2026-08-01T18:11:23.034+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.nodes.publish:publish_node:185 | Publish complete: 1/1 platforms succeeded
2026-08-01T18:11:23.036+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:node_exit:102 | <<< [publish] EXIT (4.25s)
2026-08-01T18:11:23.038+08:00 | INFO    | cid_19fbcce6ab1_2ad29980 | src.observability:write_run_log:134 | Run log written to runs\2026-08-01T18-11-12.json
2026-08-01T18:11:23.039+08:00 | SUCCESS | cid_19fbcce6ab1_2ad29980 | src.graph:run:127 | Pipeline completed successfully in 10.86s | log=2026-08-01T18-11-12.json
2026-08-01T18:12:00.417+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.graph:run:104 | Pipeline started | file=10-RAG学习导航与实战.md | platforms=['blog']
2026-08-01T18:12:00.422+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_enter:96 | >>> [ingest] ENTER
2026-08-01T18:12:00.424+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.nodes.ingest:ingest_node:183 | Ingested '10-RAG学习导航与实战.md' (type=obsidian, images=0, chars=21450)
2026-08-01T18:12:00.424+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_exit:102 | <<< [ingest] EXIT (0.00s)
2026-08-01T18:12:00.426+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_enter:96 | >>> [format_optimize] ENTER
2026-08-01T18:12:00.427+08:00 | DEBUG   | cid_19fbccf2721_6a1f5390 | src.nodes.format_optimize:format_optimize_node:598 | Starting format optimization pipeline
2026-08-01T18:12:00.441+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.nodes.format_optimize:format_optimize_node:633 | Format optimization complete (mode=rule, input=21450 chars, output=21495 chars)
2026-08-01T18:12:00.442+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_exit:102 | <<< [format_optimize] EXIT (0.02s)
2026-08-01T18:12:00.444+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_enter:96 | >>> [summary_meta] ENTER
2026-08-01T18:12:01.188+08:00 | DEBUG   | cid_19fbccf2721_6a1f5390 | src.nodes.summary_meta:summary_meta_node:119 | Calling LLM for summary/metadata generation...
2026-08-01T18:12:04.058+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.nodes.summary_meta:summary_meta_node:144 | Summary/meta generated: title='LangChain 10 - RAG（检索增强生成）学习导航与实战', tags=['LangChain', 'RAG', '检索增强生成', '文档加载器', '文本切分', '向量存储'], words=2800, reading_time=6 min read
2026-08-01T18:12:04.060+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_exit:102 | <<< [summary_meta] EXIT (3.62s)
2026-08-01T18:12:04.062+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_enter:96 | >>> [image_process] ENTER
2026-08-01T18:12:04.063+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.nodes.image_process:image_process_node:209 | No images found, skipping processing
2026-08-01T18:12:04.063+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_exit:102 | <<< [image_process] EXIT (0.00s)
2026-08-01T18:12:04.065+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_enter:96 | >>> [cover_image] ENTER
2026-08-01T18:12:06.771+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.nodes.cover:cover_image_node:233 | Cover uploaded to OSS (same folder as article images): https://zyydgrbk.oss-cn-chengdu.aliyuncs.com/images/LANGCHAIN10RAGJ/cover.jpg
2026-08-01T18:12:06.772+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.nodes.cover:cover_image_node:242 | Cover image resolved: https://zyydgrbk.oss-cn-chengdu.aliyuncs.com/images/LANGCHAIN10RAGJ/co... (source=oss<-picsum)
2026-08-01T18:12:06.773+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_exit:102 | <<< [cover_image] EXIT (2.71s)
2026-08-01T18:12:06.774+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_enter:96 | >>> [content_adapt] ENTER
2026-08-01T18:12:06.776+08:00 | DEBUG   | cid_19fbccf2721_6a1f5390 | src.nodes.content_adapt:content_adapt_node:107 | Hexo document built (22215 chars)
2026-08-01T18:12:06.776+08:00 | DEBUG   | cid_19fbccf2721_6a1f5390 | src.nodes.content_adapt:content_adapt_node:116 | WeChat draft built (22214 chars)
2026-08-01T18:12:06.777+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_exit:102 | <<< [content_adapt] EXIT (0.00s)
2026-08-01T18:12:06.779+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_enter:96 | >>> [publish] ENTER
2026-08-01T18:12:06.780+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.nodes.publish:publish_node:117 | Publishing to platforms: ['blog']
2026-08-01T18:12:08.526+08:00 | DEBUG   | cid_19fbccf4003_8ca8e9f6 | src.publishers.github_pages:publish:140 | GitHub: created D:\study\content_intelligence_dispatcher\temp\hexo_repo\source\_posts\LangChain 10 - RAG（检索增强生成）学习导航与实战.md
2026-08-01T18:12:10.912+08:00 | INFO    |  | src.nodes.publish:_run_single_publish:58 | [blog] Publish succeeded on attempt 1: url=https://github.com/YangZouy/Hexo/blob/main/source/_posts/LangChain 10 - RAG（检索增强生成）学习导航与实战.md
2026-08-01T18:12:10.913+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.nodes.publish:publish_node:185 | Publish complete: 1/1 platforms succeeded
2026-08-01T18:12:10.915+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:node_exit:102 | <<< [publish] EXIT (4.14s)
2026-08-01T18:12:10.918+08:00 | INFO    | cid_19fbccf2721_6a1f5390 | src.observability:write_run_log:134 | Run log written to runs\2026-08-01T18-12-00.json
2026-08-01T18:12:10.918+08:00 | SUCCESS | cid_19fbccf2721_6a1f5390 | src.graph:run:127 | Pipeline completed successfully in 10.5s | log=2026-08-01T18-12-00.json
